wikipedia_movie_id,freebase_movie_id,movie_name,release_year,movie_release_date,box_office_revenue,adjusted_box_office
1249014,/m/04m0gv,Knife in the Water,1962,1962-03-09,0.0,0.0
35785312,/m/0gf8mz8,Amador,2010,2010-10-08,0.0,0.0
28178412,/m/0cnxmjr,Mamarazzi,2010,2010-08-25,0.0,0.0
16183379,/m/03wc5v0,Fairytale of Kathmandu,2007,2007-11-21,0.0,0.0
24282238,/m/07s7rx2,Yamraaj,1998,1998-07-31,0.0,0.0
25446757,/m/09k7nps,First Ink,2009,2009-12-15,0.0,0.0
4473622,/m/0c4fjm,Images,1972,1972-12-18,0.0,0.0
33639428,/m/0hgqnx6,Le Cop on Le Rocks,1967,1967-07-03,0.0,0.0
22557257,/m/05zkfk2,The Moment After 2: The Awakening,2006,2006-05-28,0.0,0.0
8637169,/m/027b_lp,Garage Days,2002,2002-10-03,0.0,0.0
21752299,/m/05mrgyy,By Love Possessed,1961,1961-07-19,0.0,0.0
856733,/m/03hq88,A Shot in the Dark,1964,1964-06-23,12368234.0,118000740.95263901
28352636,/m/0crc6ns,5 Lies,2007,2007-08-15,0.0,0.0
20018854,/m/04y6hf1,It's Breaking News,2007,2007-10-05,0.0,0.0
76345,/m/0k47y,Shaft,1971,1971-06-25,12121618.0,87458114.79340287
28858056,/m/0ddd6gs,Tortura nadziei,1969,1969-12-18,0.0,0.0
24021571,/m/07kbj2s,Just Wright,2010,2010-05-14,21570263.0,30051106.22920108
1854612,/m/0617_4,Casper: A Spirited Beginning,1997,1997-09-09,0.0,0.0
11696799,/m/04j2ftt,Breaking the Surface: The Greg Louganis Story,1997,1997-03-19,0.0,0.0
10594195,/m/02qjr0p,Betaab,1983,1983-08-05,0.0,0.0
25836931,/m/09v9ywt,Even the Clouds Are Drifting,1959,1959-11-05,0.0,0.0
1226289,/m/04k12v,Bless the Child,2000,2000-08-11,40443010.0,68809737.31048883
3475071,/m/09fgyt,The Program,1993,1993-09-24,23032565.0,46671397.63360017
34336017,/m/0hzp0wh,Koko Flanel,1990,1990-02-23,0.0,0.0
7752732,/m/0kvgjd,The Comebacks,2007,2007-10-19,13539154.0,19820495.705416705
7082486,/m/0h39yl,Aadavari Matalaku Ardhalu Verule,2007,2007-04-27,0.0,0.0
1957472,/m/068xdw,Norma Jean & Marilyn,1996,1996-05-18,0.0,0.0
20694087,/m/051w_vb,Kanden Kadhalai,2009,2009-10-30,0.0,0.0
2216254,/m/06wmyc,Jefferson in Paris,1995,1995-03-31,2473668.0,4733905.375546891
28530363,/m/0crs5bt,The Way,2010,2010-09-10,4430765.0,6172821.8006255245
10972420,/m/02qwsng,Final Solution,2004,2004-02-13,0.0,0.0
23435357,/m/06w7l0s,Do Knot Disturb,2009,2009-10-02,0.0,0.0
30548208,/m/0g9wdmc,The Iron Lady,2011,2011-12-26,114943631.0,157459541.51196298
27064671,/m/0bs1p_v,Four Friends,2010,2010-10-28,0.0,0.0
4002677,/m/0bb_jr,The 39 Steps,1959,1959-03-13,0.0,0.0
1964091,/m/069dl1,Next,2007,2007-04-25,76066841.0,111357215.92095897
26687336,/m/0bmh28z,Yamla Pagla Deewana,2011,2011-01-14,0.0,0.0
30542622,/m/0g9ypwc,Hattie,2011,2011-01-19,0.0,0.0
22358819,/m/05szq8z,Clash of the Titans,2010,2010-03-26,493214993.0,687133770.6210475
9962209,/m/02py6p6,A King and His Movie,1986,1986-08-28,0.0,0.0
20437960,/m/04zxcwj,The Abdication,1974,1974-10-03,0.0,0.0
26890096,/m/0bmf535,Çok Filim Hareketler Bunlar,2010,2010-03-26,6220450.0,8666162.473004332
3670013,/m/09thsq,Harlow,1965,1965-06-23,1000000.0,9427499.728778848
11599737,/m/02rl3k7,26 Years Diary,2007,2007-01-27,3614835.0,5291897.9718592465
1033477,/m/040280,Godsend,2004,2004-04-30,30114487.0,47244237.93080181
29419841,/m/0dsb9n0,Liar Game: The Final Stage,2010,2010-03-06,0.0,0.0
9751550,/m/02pr22c,Blackie the Pirate,1971,1971-03-12,0.0,0.0
6613755,/m/0gdt5f,Bloodfist II,1990,1990-10-12,0.0,0.0
23028763,/m/064q4vh,The Golden Spiders: A Nero Wolfe Mystery,2000,2000-03-05,0.0,0.0
22592501,/m/05zptkl,The Eclipse,2009,2009-04-24,0.0,0.0
34235410,/m/0hzm_x1,The Amityville Haunting,2011,2011-12-27,0.0,0.0
29801922,/m/0fq0dd3,The Conquest,1996,1996-12-12,0.0,0.0
14734420,/m/03gvzxy,Pies and Guys,1958,1958-06-12,0.0,0.0
7536753,/m/0kvb07,10 Minutes,2002,2002-11-08,0.0,0.0
25847898,/m/09v5fbh,Tora-san's Dream-Come-True,1972,1972-12-29,0.0,0.0
13293417,/m/03c0vqz,Innocent Sorcerers,1960,1960-12-17,0.0,0.0
20695060,/m/0520dkz,Pink Suds,1979,1979-12-19,0.0,0.0
9889964,/m/02pw05g,Baaghi: A Rebel for Love,1990,1990-12-11,0.0,0.0
17807776,/m/047b7yb,The Magic Hour,2008,2008-06-07,0.0,0.0
17635680,/m/0464hw5,Young Breasts,1958,1958-09-08,0.0,0.0
8316526,/m/026_5m2,Lifeguard,1976,1976-07-23,0.0,0.0
817057,/m/03dwzc,Outland,1981,1981-05-22,17374595.0,60017671.53588306
33616397,/m/0hgn46t,Yankee Doodle Pink,1978,1978-12-02,0.0,0.0
29302351,/m/0ds35pq,Vengayam,2011,2011-08-19,0.0,0.0
22224559,/m/07ykkx5,The Last Song,2010,2010-03-31,89041656.0,124050423.64481044
8437284,/m/0273d78,Cash,2007,2007-08-03,9510000.0,13922059.98679924
937852,/m/03rpzz,Mister Smile,1999,1999-09-07,0.0,0.0
4200912,/m/0bpnbl,Zebra Lounge,2001,2001-10-04,0.0,0.0
7844547,/m/026f_k5,Sleeping Beauties,1999,1999-06-10,0.0,0.0
3163300,/m/08wf8d,Attack on Terror: The FBI vs. the Ku Klux Klan,1975,1975-02-20,0.0,0.0
4836072,/m/0cq7kw,My Fair Lady,1964,1964-10-21,72000000.0,686925340.237742
2121431,/m/06nmwj,The House of Yes,1997,1997-10-10,626057.0,1139256.8205452599
5923472,/m/0fds50,Allari Pidugu,2005,2005-10-05,0.0,0.0
35618397,/m/0jkxw_8,Ghar Sansar,1986,1986-07-11,0.0,0.0
21426256,/m/05f4nyh,Maurie,1973,1973-08-01,0.0,0.0
1132138,/m/0490_m,It's a Very Merry Muppet Christmas Movie,2002,2002-11-29,0.0,0.0
736262,/m/036z4q,The Sure Thing,1985,1985-03-01,18135531.0,51213387.16343719
23404570,/m/06w2rd_,Sexual Desires in the Ladies' Restroom: Dripping!,1995,1995-11-23,0.0,0.0
5480947,/m/0dnrcd,Jack Smith and the Destruction of Atlantis,2007,2007-04-11,0.0,0.0
5240350,/m/0d9j9b,Big Bad Mama,1974,1974-09-19,4000000.0,24973192.951478656
32066330,/m/0gw_pc6,Overheard 2,2011,2011-08-18,159000000.0,217811695.02468663
30864413,/m/0gfhc13,Zaalim,1994,1994-12-09,0.0,0.0
24292756,/m/07s83qp,Eyes of a Stranger,1981,1981-02-11,1118634.0,3864136.5730177313
8913767,/m/027pfhy,Pistol Pete: The Life and Times of Pete Maravich,2001,2001-04-01,0.0,0.0
8889869,/m/027ngfy,Apne,2007,2007-06-29,0.0,0.0
7153927,/m/0h73_g,Puppet Master 5: The Final Chapter,1994,1994-09-21,0.0,0.0
22994034,/m/064nfm2,A Week's Vacation,1980,1980-06-02,0.0,0.0
8743599,/m/027h46q,Baazi,1995,1995-04-05,0.0,0.0
23248065,/m/04mmk2w,The Sky Crawlers,2008,2008-08-02,0.0,0.0
6057135,/m/0fmxlc,Chu Chu and the Philly Flash,1981,1981-08-28,0.0,0.0
36406869,/m/0k9f_3f,Sella Turcica,2010,2010-10-13,0.0,0.0
957179,/m/03t8p6,Bright Young Things,2003,2003-10-03,0.0,0.0
5565338,/m/0dstt0,Stroker Ace,1983,1983-07-01,13000000.0,40204085.1396354
6244632,/m/0fymw0,Crossover,2006,2006-09-01,7009668.0,10497746.141573988
31149313,/m/0gh6lcs,Paap Ka Ant,1989,1989-12-08,0.0,0.0
1231856,/m/04kkxx,For Love of the Game,1999,1999-09-17,46112640.0,80338990.90535982
36036213,/m/0d6np27,Buried Alive,1990,1990-05-09,0.0,0.0
10663174,/m/02qlm6m,The Grind,2012,2012-03-23,0.0,0.0
30587025,/m/0g9vnm9,Devta,1998,1998-10-02,0.0,0.0
16683731,/m/03ymn75,Half a Dozen Babies,1999,1999-05-17,0.0,0.0
5080311,/m/0d1t91,The Badlanders,1958,1958-09-03,2105000.0,21915975.30557641
28379461,/m/0crh4lx,U nás v Mechově,1960,1960-07-22,0.0,0.0
25366718,/m/09k6v61,Buried Secrets,1996,1996-11-04,0.0,0.0
6057698,/m/0fmyf1,A Man Could Get Killed,1966,1966-03-25,0.0,0.0
967367,/m/03v5s9,Hustle,2004,2004-09-25,0.0,0.0
4453753,/m/0c38k8,Begotten,1991,1991-06-05,0.0,0.0
17884388,/m/047pf_0,Dil Kabaddi,2008,2008-12-05,0.0,0.0
1157158,/m/04c13q,Death to Smoochy,2002,2002-03-29,8382938.0,13575485.36222283
3972416,/m/0b9dv_,Robot Taekwon V,1976,1976-07-24,0.0,0.0
803276,/m/03d64c,Gwendoline,1984,1984-02-08,1337274.0,3938745.6227854053
34630340,/m/0gvn91y,The Giants,2011,2011-05-20,0.0,0.0
3028248,/m/08ll9g,Chances Are,1989,1989-03-10,16278590.0,38919670.18191979
2397783,/m/0797tn,Maximum Surge,2003,2003-06-23,0.0,0.0
2119021,/m/06ng48,The Canterbury Tales,1972,1972-09-02,0.0,0.0
1774709,/m/05vx48,Double Trouble,1967,1967-04-05,1600000.0,14218598.770479681
15098346,/m/03hhb6g,Aag Ke Sholay,1988,1988-10-14,0.0,0.0
3059075,/m/08ns88,Brain Donors,1992,1992-04-17,918239.0,1922049.4508060566
142274,/m/011xrr,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,1984-08-15,6227998.0,18343660.208166957
3682299,/m/09v5tw,Starflight: The Plane That Couldn't Land,1983,1983-02-27,0.0,0.0
23593226,/m/06zkdv4,Teree Sang: A Kidult Love Story,2009,2009-08-07,555670.0,781885.838868259
30710263,/m/0g9_hjj,Fighter,2011,2011-01-07,0.0,0.0
1472852,/m/0547w5,Down and Out in Beverly Hills,1986,1986-01-31,91411255.0,248210161.0692952
9497934,/m/028cdr2,I Was Monty's Double,1958,1958-10-21,0.0,0.0
6846215,/m/0gs973,Inkheart,2008,2008-12-11,62450361.0,89368054.41607153
3759392,/m/09zgbm,The Cream of Eric Clapton,1990,1990-01-23,0.0,0.0
34037062,/m/0hr6q7s,Mouna Guru,2011,2011-12-16,2010000.0,2753468.5974818873
19614697,/m/04n01ck,Chronopolis,1983,1983-09-21,0.0,0.0
33938681,/m/0hndcdl,Big Boys Gone Bananas!*,2011,2011-11-19,0.0,0.0
22680762,/m/05zm0gk,Vincere,2009,2009-05-20,5701481.0,8022580.406493855
31303771,/m/0d6hs2l,The Glitter Dome,1984,1984-11-18,0.0,0.0
9555242,/m/07s4d6n,The Cheetah Girls: One World,2008,2008-08-22,0.0,0.0
12180811,/m/02vt7xf,Fire with Fire,1986,1986-05-09,4636000.0,12588190.66336254
28903478,/m/05sqd7t,Handsome Harry,2009,2009-04-25,0.0,0.0
2110246,/m/06mt3b,Go Figure,2005,2005-06-10,0.0,0.0
5566878,/m/0dsxdc,Tortilla Soup,2001,2001-08-24,4574762.0,7586257.385686606
25920724,/m/0b6j1hr,XCU: Extreme Close Up,2001,2001-05-28,0.0,0.0
36353254,/m/0k3p2kb,The Reunion,2012,2012-08-15,0.0,0.0
5177163,/m/0d6dd5,Kartavya,1979,1979-05-11,0.0,0.0
33505627,/m/0h94y5v,The Tapes,2011,2011-09-23,0.0,0.0
1480747,/m/054vql,House Party 2,1991,1991-10-23,19438638.0,42194263.5430792
17736697,/m/047ctgd,Torch Song,1993,1993-05-23,0.0,0.0
18950355,/m/04jj8v5,Between Love and Hate,1993,1993-02-22,0.0,0.0
33687540,/m/0hhrfqx,Jo Hum Chahein,2011,2011-12-16,0.0,0.0
10877732,/m/02qsvdf,Last Orders,2001,2001-09-10,0.0,0.0
35784403,/m/0jt2j85,Seeds of Arkham,2011,2011-10-11,0.0,0.0
24447252,/m/080lm5f,Das Mädchen und der Staatsanwalt,1962,1962-03-08,0.0,0.0
1388443,/m/04ylt_,If I Were a Rich Man,2002,2002-11-27,0.0,0.0
25861920,/m/09v5kb3,Two Came Back,1997,1997-09-28,0.0,0.0
8411320,/m/0272gq3,Anna's Dream,2002,2002-09-20,0.0,0.0
31646061,/m/0gm7c0h,Arirang,2011,2011-05-13,0.0,0.0
8219325,/m/026wlxw,Get Smart,2008,2008-06-19,230685453.0,330116748.5116717
17916020,/m/047lb8l,Chicken and Duck Talk,1988,1988-07-14,0.0,0.0
34961787,/m/0j438k5,Romeo,2012,2012-07-06,0.0,0.0
26022150,/m/0b6d4y_,Tora-san Plays Daddy,1987,1987-12-26,0.0,0.0
15749812,/m/03ns79_,The Kautokeino Rebellion,2008,2008-01-18,0.0,0.0
12169608,/m/02vs6jw,Ben 10: Secret of the Omnitrix,2007,2007-08-10,0.0,0.0
29574385,/m/0dscpvz,Insaaf Main Karoonga,1985,1985-11-22,0.0,0.0
24068072,/m/07kdk2m,Women,1985,1985-06-12,0.0,0.0
5361730,/m/0dhdjk,Aur Pyaar Ho Gaya,1997,1997-08-15,0.0,0.0
10344059,/m/02q8_dg,Paradise Murdered,2007,2007-04-12,14249906.0,20860993.28477922
6581470,/m/0gchlb,Broadway Damage,1997,1997-08-26,0.0,0.0
28557848,/m/0czdf2l,Antardwand,2010,2010-08-27,0.0,0.0
30816196,/m/0gg5qyz,Dil-E-Nadaan,1982,1982-06-04,0.0,0.0
5501445,/m/0dppkv,This Happy Feeling,1958,1958-06-18,0.0,0.0
35408293,/m/0j9nzwc,Bhavani Junction,1985,1985-11-22,0.0,0.0
35993713,/m/0b6pnft,The Fear Inside,1992,1992-08-09,0.0,0.0
20700559,/m/051xs93,Miracle on 34th Street,1994,1994-11-18,46264384.0,91193140.1454781
5329751,/m/0dfy12,A Far Off Place,1993,1993-03-12,12890752.0,26120816.86899078
9641323,/m/02pmtrw,Countdown,2004,2004-12-09,4385278.0,6879715.972737994
19920190,/m/04q6wv5,The Wild and the Willing,1962,1962-10-16,0.0,0.0
20629940,/m/051zpx6,Not Easily Broken,2009,2009-01-09,10708890.0,15068528.876847608
221489,/m/01gbd4,Tie Me Up! Tie Me Down!,1990,1990-01-22,4087361.0,9306921.781451931
31420015,/m/0gl0fs8,Voices Within: The Lives of Truddi Chase,1990,1990-05-20,0.0,0.0
22637123,/m/05zmryn,Pippi in the South Seas,1970,1970-01-24,0.0,0.0
2002258,/m/06d6ch,Halloween 4: The Return of Michael Myers,1988,1988-10-21,17768757.0,44394145.88560183
1481638,/m/054xvf,Saturn 3,1980,1980-02-15,9000000.0,34322272.5122821
8359892,/m/0270qdh,Bigfoot,1970,1970-10-21,0.0,0.0
31176974,/m/0gh8948,My Future Boyfriend,2011,2011-04-10,0.0,0.0
22623529,/m/05ztvg0,Pillar of Mist,1987,1987-02-28,0.0,0.0
16188573,/m/04j06qg,The Front Line,2006,2006-07-16,0.0,0.0
23664512,/m/06zrqk2,The Hive,2008,2008-02-17,0.0,0.0
3158499,/m/08w51z,Juice,1992,1992-01-17,20146880.0,42171264.38700113
32710519,/m/0h3mx6f,My Little Pony: A Very Pony Place,2007,2007-02-06,0.0,0.0
1853602,/m/0614yq,Troll,1986,1986-01-17,5450815.0,14800668.354339192
327427,/m/01wb95,The Greatest Story Ever Told,1965,1965-02-15,12000000.0,113129996.74534619
8991907,/m/027sm0z,Aakhari Poratam,1988,1988-03-12,0.0,0.0
24159097,/m/07k75j9,Our Time,1974,1974-04-10,0.0,0.0
4448935,/m/0c310w,Kamen Rider J,1994,1994-04-16,0.0,0.0
25274949,/m/09gkdx7,The Night of the Headless Horseman,1999,1999-10-28,0.0,0.0
3520906,/m/09j4bh,Motocrossed,2001,2001-02-16,0.0,0.0
19853411,/m/04qbhck,Decadence,1994,1994-01-28,0.0,0.0
6635945,/m/0gfllp,The Lords of Discipline,1983,1983-02-18,11787127.0,36453127.496899635
6987479,/m/0g_1sj,School for Scoundrels,2006,2006-09-29,23947685.0,35864283.13129513
2292864,/m/071fr7,Jury Duty,1995,1995-04-12,17014653.0,32561264.20350873
16949071,/m/041313z,Kung Fu Tootsie,2007,2007-07-19,0.0,0.0
19846930,/m/04q7dmq,The Curse of the Hidden Vault,1964,1964-04-30,0.0,0.0
21099183,/m/05c1009,The Good Witch's Garden,2009,2009-02-07,0.0,0.0
74868,/m/0jym0,The Last Picture Show,1971,1971-10-03,29133000.0,210196135.3901934
28405178,/m/09g10qb,The Telephone,1988,1988-01-22,0.0,0.0
19163688,/m/04lgphk,The Captain's Table,1959,1959-01-06,0.0,0.0
19972307,/m/04ydnkg,The Sovereign's Servant,2007,2007-02-20,11900000.0,17420874.221126284
28846176,/m/0ddczgh,Legenda Tatr,1995,1995-01-30,0.0,0.0
25411775,/m/04jbt9x,A Reasonable Man,1999,1999-08-13,45000.0,78400.51210993757
8056688,/m/026p_bs,The Prize,1963,1963-12-25,0.0,0.0
22271345,/m/05q8lt3,Un amore perfetto,2002,2002-01-25,0.0,0.0
4605171,/m/0cc6sl,Camp Nowhere,1994,1994-08-26,10475705.0,20648982.037406698
29019687,/m/0bv8qsf,Carancho,2010,2010-05-06,9961838.0,13878562.907466266
10594693,/m/02qjrcp,Bobby Deerfield,1977,1977-09-29,0.0,0.0
10803660,/m/02qqjcn,The Victors,1963,1963-11-22,0.0,0.0
8695,/m/02dwj,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,1964-01-29,9164370.0,87433860.83770216
21811775,/m/05p57kw,Snowmen,2010,2010-04-24,54800.0,76345.87586438883
14291637,/m/03c_lhp,Fool's Gold,2008,2008-02-07,111231041.0,159174447.76410955
18838513,/m/04gh9ym,Saint Seiya Heaven Chapter: Overture,2004,2004-02-14,0.0,0.0
2349235,/m/075q17,Sehar,2005,2005-07-29,0.0,0.0
2542946,/m/07m10j,When Trumpets Fade,1998,1998-06-27,0.0,0.0
3703077,/m/09w82k,The Baby of Mâcon,1993,1993-09-17,0.0,0.0
275547,/m/01p8m2,Selena,1997,1997-03-21,35450113.0,64509753.943091735
28465900,/m/0crcypn,Lake Placid 3,2010,2010-08-21,0.0,0.0
12065528,/m/02vnnfb,Mission 90 Days,2007,2007-06-07,0.0,0.0
7731039,/m/0kvg3q,I Love You,1979,1979-06-01,0.0,0.0
23288456,/m/065y6l7,Blind Love,2005,2005-08-12,0.0,0.0
28042876,/m/0cmf0m0,Puss in Boots,2011,2011-10-27,554709226.0,759887778.3703897
1878054,/m/0633s8,Pusher II,2004,2004-12-25,0.0,0.0
26391493,/m/0bbtkd9,Chemistry,2009,2009-11-20,0.0,0.0
3673942,/m/09tqhc,The Christmas Toy,1986,1986-12-06,0.0,0.0
3176181,/m/08x7tc,Quid Pro Quo,2008,2008-06-13,11864.0,16977.685646881575
17022526,/m/0415wvx,Picture This,2008,2008-07-13,0.0,0.0
1367110,/m/04x3kb,Lovers and Other Strangers,1970,1970-08-12,0.0,0.0
163462,/m/015qtl,Harry and Tonto,1974,1974-08-12,4600000.0,28719171.894200455
24668668,/m/0806fv1,Heart of Stone,2009,2009-07-17,0.0,0.0
15247226,/m/03hn4fz,Elvis' Grave,1992,1992-10-03,0.0,0.0
12585204,/m/02wwtk_,Just Between Friends,1986,1986-03-21,6408791.0,17401872.95721352
28379550,/m/0crfchq,"I Killed Einstein, Gentlemen",1970,1970-02-27,0.0,0.0
18962686,/m/04ycgrb,It's Nice to Have a Mouse Around the House,1965,1965-01-16,0.0,0.0
15075848,/m/03hgqzm,The World Without US,2008,2008-01-02,0.0,0.0
6498597,/m/0g7py1,Hard Men,1996,1996-10-28,0.0,0.0
7235995,/m/0kv18p,Swayamkrushi,1987,1987-09-03,0.0,0.0
22644905,/m/05ztnp9,False Light,1993,1993-02-04,0.0,0.0
4278437,/m/0btswm,Baby: Secret of the Lost Legend,1985,1985-03-22,14972297.0,42280650.232241295
10700644,/m/02qmmnc,Sagina,1974,1974-07-15,0.0,0.0
685721,/m/032wmz,Teen Wolf Too,1987,1987-11-20,7888703.0,20576654.294428866
24386035,/m/07sc2b3,Brandos Costumes,1975,1975-09-18,0.0,0.0
43307,/m/0bw20,K-19: The Widowmaker,2002,2002-07-19,65716126.0,106421913.96083222
366111,/m/01__75,Shallow Hal,2001,2001-11-01,141069860.0,233933976.74518925
1249019,/m/04m0h6,Killer Klowns from Outer Space,1988,1988-05-27,43625095.0,108994615.19470602
33323067,/m/06m9kx,Robotropolis,2011,2011-09-02,0.0,0.0
8997652,/m/027stvn,The Hunted,1995,1995-02-24,6609661.0,12649033.636867454
6449600,/m/0g5tf0,Kenny,2006,2006-08-17,7778177.0,11648672.603357183
5612517,/m/0dw8yh,Corporate,2006,2006-07-07,0.0,0.0
445066,/m/0299hs,RoboCop,1987,1987-07-17,53424681.0,139351321.97614008
21465561,/m/05f53j7,My Sons,1991,1991-10-12,0.0,0.0
4788925,/m/0cndck,Bee Season,2005,2005-09-03,6856989.0,10525819.919431902
36025071,/m/0j_6_sm,Ozhimuri,2012,2012-09-07,0.0,0.0
46505,/m/0ckt6,Airplane!,1980,1980-07-02,83453539.0,318257234.1858181
23454959,/m/06w9m4r,Stork,1971,1971-12-27,0.0,0.0
7482708,/m/0kv8r1,Bewitching Attraction,2006,2006-03-16,2504320.0,3750493.6920359954
27253748,/m/0bwgdh9,Rasikan,2004,2004-12-16,0.0,0.0
10139367,/m/02q31dg,Sabrina: Friends Forever,2002,2002-10-06,0.0,0.0
23907048,/m/076t9yz,Love in a Fallen City,1984,1984-08-02,0.0,0.0
1717731,/m/05qt66,Try Seventeen,2002,2002-09-10,0.0,0.0
24744509,/m/080nk_f,Sherlock Holmes Returns,1993,1993-09-12,0.0,0.0
